H1HR3P	[Hand R show card 10.]  What is {NAME}'s relationship to you?
H1HR4P	[Hand R show card 11m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR5P	[Hand R show card 12m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR6P	[Hand R show card 13m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR7P	How old is {NAME}?
H1HR8P	About how old is {NAME}?
H1HR9P	Have you and {NAME} always lived in the same household?
H1HR10P	For how many years have you and {NAME} lived in the same household?
H1HR11P	For how many months have you and {NAME} lived in the same household?
H1HR2Q	Is {NAME} male or female?
H1HR3Q	[Hand R show card 10.]  What is {NAME}'s relationship to you?
H1HR4Q	[Hand R show card 11m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR5Q	[Hand R show card 12m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR6Q	[Hand R show card 13m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR7Q	How old is {NAME}?
H1HR8Q	About how old is {NAME}?
H1HR9Q	Have you and {NAME} always lived in the same household?
H1HR10Q	For how many years have you and {NAME} lived in the same household?
H1HR11Q	For how many months have you and {NAME} lived in the same household?
H1HR2R	Is {NAME} male or female?
H1HR3R	[Hand R show card 10.]  What is {NAME}'s relationship to you?
H1HR4R	[Hand R show card 11m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR5R	[Hand R show card 12m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR6R	[Hand R show card 13m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR7R	How old is {NAME}?
H1HR8R	About how old is {NAME}?
H1HR9R	Have you and {NAME} always lived in the same household?
H1HR10R	For how many years have you and {NAME} lived in the same household?
H1HR11R	For how many months have you and {NAME} lived in the same household?
H1HR2S	Is {NAME} male or female?
H1HR3S	[Hand R show card 10.]  What is {NAME}'s relationship to you?
H1HR4S	[Hand R show card 11m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR5S	[Hand R show card 12m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR6S	[Hand R show card 13m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR7S	How old is {NAME}?
H1HR8S	About how old is {NAME}?
H1HR9S	Have you and {NAME} always lived in the same household?
H1HR10S	For how many years have you and {NAME} lived in the same household?
H1HR11S	For how many months have you and {NAME} lived in the same household?
H1HR2T	Is {NAME} male or female?
H1HR3T	[Hand R show card 10.]  What is {NAME}'s relationship to you?
H1HR4T	[Hand R show card 11m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR5T	[Hand R show card 12m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR6T	[Hand R show card 13m/ f.]  Which description best fits {NAME}'s relationship to you?
H1HR7T	How old is {NAME}?
H1HR8T	About how old is {NAME}?
H1HR9T	Have you and {NAME} always lived in the same household?
H1HR10T	For how many years have you and {NAME} lived in the same household?
H1HR11T	For how many months have you and {NAME} lived in the same household?
H1HR12	You have not indicated that any member of your household is either your mother or your father.  Who in your household acts in the place of a mother to you?
H1HR13	Who in your household acts in the place of a father to you?
H1HR14	How many children have your biological parents had together?
H1HR15	Which child are you—the first, the second, or what?
H1NM1	Do you know anything about your biological mother—the woman who gave birth to you?
H1NM2	Is she still living?
H1NM3	How old were you when she died?
H1NM4	[Hand R show card 14.]  How far in school did your biological mother go?
H1NM5	{IS/WAS} she disabled—that is, mentally or physically handicapped?
H1NM6	Was she born in the United States?
H1NM7	Did you ever live with her?
H1NM8	How old were you when you last lived with her?  If less than a year, enter “0.”
H1NM9	For how many years had you been living with her at that point?
H1NM10	In the last 12 months, about how often have you stayed overnight with her?
H1NM11	In the last 12 months, about how often have you talked to her in person or on the telephone, or received a letter from her?
H1NM12A	Which of the following things have you done with your biological mother in the past four weeks? Have you gone shopping?
H1NM12B	Which of the following things have you done with your biological mother in the past four weeks? Have you played a sport?
H1NM12C	Which of the following things have you done with your biological mother in the past four weeks? Have you gone to a religious service or church-related event?
H1NM12D	Which of the following things have you done with your biological mother in the past four weeks? Have you talked about someone you're dating, or a party you went to?
H1NM12E	Which of the following things have you done with your biological mother in the past four weeks? Have you gone to a movie, play, museum, concert, or sports event?
H1NM12F	Which of the following things have you done with your biological mother in the past four weeks? Have you had a talk about a personal problem you were having?
H1NM12G	Which of the following things have you done with your biological mother in the past four weeks? Have you had a serious argument about your behavior?
H1NM12H	Which of the following things have you done with your biological mother in the past four weeks? Have you talked about your school work or grades?
H1NM12I	Which of the following things have you done with your biological mother in the past four weeks? Have you worked on a project for school?
H1NM12J	Which of the following things have you done with your biological mother in the past four weeks? Have you talked about other things you're doing in school?
H1NM13	Has your biological mother ever smoked cigarettes?
H1NM14	How close do you feel to your biological mother?
H1NF1	Do you know anything about your biological father?
H1NF2	Is he still living?
H1NF3	How old were you when he died?
H1NF4	[Hand R show card 14.]  How far in school did your biological father go?
H1NF5	{IS/WAS} he disabled—that is, mentally or physically handicapped?
H1NF6	Was he born in the United States?
H1NF7	Did you ever live with him?
H1NF8	How old were you when you last lived with him?  If less than a year old, enter “0.”
H1NF9	For how many years had you been living with him at that point?
H1NF10	In the last 12 months, about how often have you stayed overnight with him?
H1NF11	In the last 12 months, about how often have you talked to him in person or on the telephone, or received a letter from him?
H1NF12A	Which of the following things have you done with your biological father in the past four weeks? Have you gone shopping?
H1NF12B	Which of the following things have you done with your biological father in the past four weeks? Have you played a sport?
H1NF12C	Which of the following things have you done with your biological father in the past four weeks? Have you gone to a religious service or church-related event?
H1NF12D	Which of the following things have you done with your biological father in the past four weeks? Have you talked about someone you're dating, or a party you went to?
H1NF12E	Which of the following things have you done with your biological father in the past four weeks? Have you gone to a movie, play, museum, or concert, or sports event?
H1NF12F	Which of the following things have you done with your biological father in the past four weeks? Have you had a talk about a personal problem you were having?
H1NF12G	Which of the following things have you done with your biological father in the past four weeks? Have you had a serious argument about your behavior?
H1NF12H	Which of the following things have you done with your biological father in the past four weeks? Have you talked about your school work or grades?
H1NF12I	Which of the following things have you done with your biological father in the past four weeks? Have you worked on a project for school?
H1NF12J	Which of the following things have you done with your biological father in the past four weeks? Have you talked about other things you're doing in school?
H1NF13	Has your biological father ever smoked cigarettes?
H1NF14	How close do you feel to your biological father?
H1RM1	How far in school did she go?
H1RM2	Was she born in the United States?
H1RM3	In what country was she born?
H1RM4	[Hand show card 16.]  What kind of work does she do?  If she does more than one kind of work, tell me the one for which she is paid the most or at which she spends the most time.
H1RM5	Does she work for pay?
H1RM6	Has she worked for pay at any time in the last 12 months?
H1RM7	Approximately how many hours a week does she work for pay?
H1RM8	Does she work at home or outside the home?
H1RM9	Does she receive public assistance, such as welfare?
H1RM10	Is she disabled—that is, mentally or physically handicapped?
H1RM11	How often is she at home when you leave for school?
H1RM12	How often is she at home when you return from school?
H1RM13	How often is she at home when you go to bed?
H1RM14	Has she ever smoked cigarettes?
H1RF1	How far in school did he go?
H1RF2	Was he born in the United States?
H1RF3	In what country was he born?
H1RF4	[Hand show card 16.]  What kind of work does he do?  If he does more than one kind of work, tell me the one for which he is paid the most or at which he spends the most time.
H1RF5	Does he work for pay?
